submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy,status_in_folder,code,label,LLM
s542643484,p04019,u350093546,1593382726,Python,PyPy3 (7.3.0),py,Wrong Answer,68.0,61584.0,198,,Wrong,"s=input()
if s.count('N')==s.count('S')==0 or (s.count('N')!=0 and s.count('S')!=0):
  if s.count('E')==s.count('W')==0 or (s.count('E')!=0 and s.count('W')!=0):
    print('Yes')
else:
  print('No')",0,Human
s429742273,p03149,u010090035,1593726552,Python,Python (3.8.2),py,Runtime Error,22.0,9104.0,106,,Runtime,"a=''.join(list(sorted(list(map(int,input().split())))))
if(a=='1479'):
	print('YES')
else:
	print('NO')


",0,Human
s273837175,p02916,u741612283,1567934420,Python,Python (3.4.3),py,Wrong Answer,17.0,3064.0,402,,Wrong,"n = int(input())
a = [int(i) for i in input().split()] 
b = [int(i) for i in input().split()] 
c = [int(i) for i in input().split()] 

satify = 0
n_flg = True

for i in range(len(a)):
    if not n_flg:
      satify += b[a[i]-1] + c[a[i-1]-1]
      if a[i] == n:
        n_flg = True
    else:
      satify += b[a[i]-1]
      n_flg = False
      if a[i] == n:
        n_flg = True
        
print(satify)",0,Human
s828942960,p03958,u391731808,1558198339,Python,Python (3.4.3),py,Accepted,17.0,2940.0,90,,Accepted,"K,T=map(int,input().split())
*A,=map(int,input().split())
m=max(A)
print(max(0,m-(K-m+1)))",0,Human
s276278763,p03496,u075012704,1540998292,Python,Python (3.4.3),py,Wrong Answer,18.0,3064.0,581,,Wrong,"N = int(input())
A = list(map(int, input().split()))

# 絶対値が最も大きいものを取得
M, M_index = 0, -1
for i, a in enumerate(A, start=1):
    if abs(M) <= abs(a):
        M = a
        M_index = i

# 全体に対してMを加算
ans = [(M_index, i) for i in range(1, N + 1)]
# 隣り合う数を見ていく
if M >= 0:
    for i in range(N - 1):
        if A[i] > A[i + 1]:
            ans.append((i + 1, i + 2))
else:
    for i in range(N - 1, 0, -1):
        if A[i - 1] > A[i]:
            ans.append((i + 1, i))

print(len(ans))
for x, y in ans:
    print(x, y)
",0,Human
s783193574,p02948,u792078574,1565649530,Python,Python (3.4.3),py,Accepted,494.0,27652.0,325,,Accepted,"from heapq import heappush, heappop
from collections import defaultdict as dd
N, M = map(int, input().split())
arrs = dd(list)
for _ in range(N):
  a, b = map(int, input().split())
  arrs[a].append(-b)
q = []
ans = 0
for a in range(1, M+1):
  for b in arrs[a]:
    heappush(q, b)
  if len(q):
    ans -= heappop(q)
print(ans)",0,Human
s975671666,p03814,u638795007,1573431566,Python,Python (3.4.3),py,Accepted,35.0,4012.0,562,,Accepted,"def examB():
    s = S()
    for i,j in enumerate(s):
        if j==""A"":
            right = i
            break
    for i,j in enumerate(s[::-1]):
        if j==""Z"":
            left = i
            break
    ans = len(s)-right-left
    print(ans)


import sys
import copy
from collections import Counter,defaultdict,deque
def I(): return int(sys.stdin.readline())
def LI(): return list(map(int,sys.stdin.readline().split()))
def LS(): return sys.stdin.readline().split()
def S(): return sys.stdin.readline().strip()
mod = 10**9 + 7
inf = float('inf')

examB()
",0,Human
s533897099,p02580,u026155812,1598137888,Python,Python (3.8.2),py,Accepted,972.0,83488.0,630,,Accepted,"import sys
from itertools import product
H, W, M = map(int, input().split())
hsum = [0 for i in range(H)]
wsum = [0 for i in range(W)]
s = set()
for i in range(M):
    h, w = map(int, input().split())
    h, w = h-1, w-1
    s.add((h, w))
    hsum[h] += 1
    wsum[w] += 1

hmax = max(hsum)
wmax = max(wsum)

hmax_index = []
for i in range(H):
    if hsum[i] == hmax:
        hmax_index.append(i)
wmax_index = []
for i in range(W):
    if wsum[i] == wmax:
        wmax_index.append(i)

for x in hmax_index:
    for y in wmax_index:
        if (x, y) not in s:
            print(hmax+wmax)
            sys.exit()
print(hmax+wmax-1)",0,Human
s796761686,p03455,u981449436,1585330833,Python,Python (3.4.3),py,Accepted,17.0,2940.0,86,,Accepted,"a, b = map(int, input().split())

print(""Even"" if a % 2 == 0 or b % 2 == 0 else ""Odd"")",0,Human
s646041530,p02570,u337573893,1598728568,Python,Python (3.8.2),py,Runtime Error,27.0,9180.0,234,,Runtime,"N = int(input())

A = list(map(int, input().split()))

c = 0

for i in range(N-1):
  for j in range(int(i)+1, N):
    d = A[i] % (10**9+7)
    e = A[j] % (10**9+7)
    f = (d*e) % (10**9+7)
    c += f
    

c = c % (10**9+7)

print(c)",0,Human
s415647974,p02665,u254088063,1590895873,Python,Python (3.8.2),py,Wrong Answer,93.0,20136.0,375,,Wrong,"N = int(input())
A = list(map(int, input().split()))
bottom = sum(A)

if A[0] >= 1:
  print(-1)
  exit()
 
ret = 1
children = 1 - A[0]
bottom -= A[0]
 
for i in range(N):
    children = children * 2 - A[i+1]
    if children <= -1:
      ret = -1
      break
    
    bottom -= A[i+1]
    if children >= bottom:
      children = bottom
    ret += children + A[i+1]
print(ret)
",0,Human
s144333367,p02768,u358957649,1582405679,Python,PyPy3 (2.4.0),py,Runtime Error,165.0,38464.0,265,,Runtime,"import numpy as np
import math
def main(n,a,b):
    return (2**n - 1) - (ccount(n,a) + ccount(n,b))
def ccount(n, r):
    return math.factorial(n) // (math.factorial(n - r) * math.factorial(r))

n,a,b = map(int, input().split())
print(np.mod(main(n,a,b), 10**9+7))
",0,Human
s249046595,p02708,u343977188,1599028183,Python,Python (3.8.2),py,Accepted,146.0,9124.0,180,,Accepted,"N,K=map(int,input().split())
p=10**9 + 7
L_min,L_max=0,0
for i in range(K-1,N+1):
  L_min+=i*(i+1)//2 - 1
  L_max+=(N*(N+1)//2)-((N-i-1)*(N-i)//2)
ans = (L_max-L_min)%p
print(ans)
",0,Human
s773268071,p03423,u243572357,1566168512,Python,Python (3.4.3),py,Wrong Answer,17.0,2940.0,24,,Wrong,print(int(input()) // 2),0,Human
s897513920,p02690,u009885900,1589174628,Python,Python (3.8.2),py,Wrong Answer,43.0,9168.0,121,,Wrong,"X = int(input())

for a in range(-100,100,1):
	for b in range(-100,100,1):
		if a**5 - b**5 == X:
			print(a,b)
			exit()",0,Human
s056834629,p02936,u131881594,1596594145,Python,Python (3.8.2),py,Accepted,1465.0,228452.0,469,,Accepted,"import sys
sys.setrecursionlimit(10000000)

n,q=map(int,input().split())
lis=[[] for _ in range(n)]
for _ in range(n-1):
    a,b=map(int,input().split())
    lis[a-1].append(b-1)
    lis[b-1].append(a-1)
p_list=[0]*n
for _ in range(q):
    p,x=map(int,input().split())
    p_list[p-1]+=x
close=set()
def dfs(n):
    close.add(n)
    for e in lis[n]:
        if e not in close:
            p_list[e]+=p_list[n]
            dfs(e)
dfs(0)
for p in p_list: print(p,end="" "")",0,Human
s086963896,p02951,u048214692,1564968397,Python,Python (3.4.3),py,Wrong Answer,17.0,2940.0,33,,Wrong,"a,b,c = input().strip().split()

",0,Human
s351735977,p02804,u471684875,1578937369,Python,PyPy3 (2.4.0),py,Accepted,330.0,68428.0,543,,Accepted,"n,k=map(int,input().split())
def modinv(a, mod=10**9+7):
    return pow(a, mod-2, mod)
def combination(n, r, mod=10**9+7):
    r = min(r, n-r)
    res = 1
    for i in range(r):
        res = res * (n - i) * modinv(i+1, mod) % mod
    return res

mod=10**9+7
f=[1]
for i in range(n):f+=[f[-1]*(i+1)%mod]
def comb(a,b):
    return f[a]*pow(f[b],mod-2,mod)*pow(f[a-b],mod-2,mod)%mod

a=list(map(int,input().split()))
a.sort()
b=a[::-1]
#print(a,b)
ans=0
for i in range(k-1,n):
    ans+=((a[i]-b[i])*(comb(i,k-1)))%(10**9+7)
print(ans%(10**9+7))
",0,Human
s990771419,p03631,u263691873,1586233315,Python,Python (3.4.3),py,Runtime Error,17.0,2940.0,53,,Runtime,"N = int(input())
print(""Yes"" if N[0]==N[2] else ""No"")",0,Human
s366386266,p02901,u997648604,1591044869,Python,PyPy3 (2.4.0),py,Wrong Answer,288.0,47960.0,1190,,Wrong,"import sys
sys.setrecursionlimit(10**9)

INF = 10**20
def main():
    N,M = map(int,input().split())

    key = []
    min_list = [[INF] * 2 for _ in range(N+1)]
    for i in range(M):
        a,_ = map(int,input().split())
        c = set(map(int,input().split()))
        key.append((a,c)) # 値段, 開ける宝箱のset
        for j in range(1,N+1):
            if j in c:
                if min_list[j][0] > a:
                    min_list[j][0] = a # j: 宝箱の名前, val: 最小の値段
                    min_list[j][1] = i

    ans = INF
    # print(min_list)
    for i in range(2**(N+1)):
        sum_cost = 0
        tkr = set()
        # print(""///////"")
        for j in range(1,N+1):
            if (i >> j) & 1:
                if min_list[j][0] == INF:
                    print(-1)
                    exit()

                # print(min_list[j])
                sum_cost += min_list[j][0]
                tkr = tkr.union(key[min_list[j][1]][1])
                # print(j,key[min_list[j][1]][1])

        # print(sum_cost,tkr)
        if len(tkr) == N:
            ans = min(ans,sum_cost)



    print(ans if ans != INF else -1)



if __name__ == ""__main__"":
  main()",0,Human
s723953349,p03433,u039934639,1581658522,Python,Python (3.4.3),py,Runtime Error,17.0,2940.0,135,,Runtime,"N = int(input())
a = list(map(int, input().split()))
a.sort(reverse = True)

Alice = Sum(a[::2])
Bob = Sum(a[1::2])

print(Alice - Bob)",0,Human
s198228917,p03239,u963343620,1575919125,Python,Python (3.4.3),py,Wrong Answer,18.0,2940.0,168,,Wrong,"a, b = map(int, input().split())
e = []
for i in range(a):
    c, d = map(int, input().split())
    if b>=d:
        e.append(c)
print(min(e) if not e == [] else ""ELT"")",0,Human
s827710767,p03242,u996914289,1538270908,Python,Python (3.4.3),py,Runtime Error,17.0,2940.0,76,,Runtime,"n=input()
n=n.replace('1','2')
n=n.replace('9','1')
print(n.replace('2','9')",0,Human
s678918312,p03853,u363299657,1522704026,Python,Python (3.4.3),py,Runtime Error,17.0,2940.0,108,,Runtime,"h, w = map(int, raw_input().split())
for i in range(h):
    row = raw_input()
    print(row)
    print(row)
",0,Human
s560469823,p02686,u201928947,1589163638,Python,PyPy3 (7.3.0),py,Runtime Error,83.0,68704.0,761,,Runtime,"n = int(input())
brackets_plus = []
brackets_minus = []
right = 0
left = 0
for i in range(n):
    s = input()
    cur = 0
    m = 0
    for j in range(len(s)):
        if s[j] == ""("":
            left += 1
            cur += 1
        else:
            right += 1
            cur -= 1
            m = min(m,cur)
    if cur >= 0:
        brackets_plus.append((m,cur))
    else:
        brackets_minus.append((m,cur,m-cur))
if right != left:
    print(""No"")
    exit()
cur = 0
brackets_plus.sort(reverse = True)
for i in brackets_plus:
    if i[0] + cur < 0:
        print(""No"")
        exit()
    cur += i[1]
brackets_minus.sort(key == lambda x:x[2])
for i in brackets_minus:
    if i[0] + cur < 0:
        print(""No"")
        exit()
    cur += i[1]
print(""Yes"")",0,Human
s191572038,p03213,u648881683,1598923369,Python,Python (3.8.2),py,Accepted,38.0,10388.0,1727,,Accepted,"import bisect, collections, copy, heapq, itertools, math, string, sys
input = lambda: sys.stdin.readline().rstrip() 
sys.setrecursionlimit(10**7)
INF = float('inf')
def I(): return int(input())
def F(): return float(input())
def SS(): return input()
def LI(): return [int(x) for x in input().split()]
def LI_(): return [int(x)-1 for x in input().split()]
def LF(): return [float(x) for x in input().split()]
def LSS(): return input().split()

def primeFactorization(n):
    ans = []
    temp = n
    while temp%2 == 0:
        ans.append(2)
        temp //= 2
    for i in range(3, int(n**0.5)+1, 2):
        while temp%i == 0:
            ans.append(i)
            temp //= i
    if temp > 1:
        ans.append(temp)
    return collections.Counter(ans)

def resolve():
    N = I()

    # N!の素因数を求める
    pf_N_fact = collections.Counter()
    for i in range(1, N + 1):
        pf = primeFactorization(i)
        for k, v in pf.items():
            pf_N_fact[k] += v
    l = list(pf_N_fact.values())
    l.sort()
    pf_num = len(pf_N_fact)

    # 約数75個: 素因数の個数+1の積が75になるように組み合わせる
    # 素因数の個数を以下の組み合わせで何通り取れるかを調べる
    # (2, 4, 4), (2, 24), (4, 14), (74)
    ans = 0
    num_2 = pf_num - bisect.bisect_left(l, 2)
    num_4 = pf_num - bisect.bisect_left(l, 4)
    num_14 = pf_num - bisect.bisect_left(l, 14)
    num_24 = pf_num - bisect.bisect_left(l, 24)
    num_74 = pf_num - bisect.bisect_left(l, 74)
    ans += num_4 * (num_4 - 1) // 2 * max(num_2 - 2, 0)
    ans += num_24 * max(num_2 - 1, 0)
    ans += num_14 * max(num_4 - 1, 0)
    ans += num_74
    print(ans)

if __name__ == '__main__':
    resolve()
",0,Human
s507390487,p02829,u435084726,1577066672,Python,PyPy3 (2.4.0),py,Runtime Error,163.0,38256.0,190,,Runtime,"A = input()
B = input()

if A == 1 and B == 2:
    print(3)
elif A == 2 and B == 1:
    print(3):
elif A == 1 and B == 3:
    print(2)
elif A == 3 and B == 1:
    print(2)
else:
    print(1)",0,Human
s725296064,p03000,u276115223,1574171155,Python,Python (3.4.3),py,Wrong Answer,17.0,3060.0,226,,Wrong,"# ABC 130: B – Bounding
n, x = [int(s) for s in input().split()]
l = [int(s) for s in input().split()]

d = 0
times = 0

while d <= x and times < n:
    d += l[times]
    times += 1

print(times if times != n else times + 1)",0,Human
s370327023,p03354,u998262711,1586273956,Python,Python (3.4.3),py,Runtime Error,17.0,3064.0,469,,Runtime,"sys.setrecursionlimit(10**8)
def dfs(v):
    seen[v]=True
    for nv in Graph[v]:
        if seen[nv]:
            continue
        dfs(nv)

N,M=map(int,input().split())
P=list(map(int,input().split()))
Graph=[[] for _ in range(N)]
cnt=0
for _ in range(M):
    x,y=map(int,input().split())
    Graph[x-1].append(y-1)
    Graph[y-1].append(x-1)

for v in range(len(P)):
    p=P[v]-1
    seen=[False for _ in range(N)]
    dfs(v)
    if seen[p]:
        cnt+=1
print(cnt)",0,Human
s731497398,p02818,u553070631,1577923398,Python,Python (3.4.3),py,Runtime Error,17.0,3060.0,119,,Runtime,"a,b,k=map(int,input().split(' '))
if(a>k):
    a=a-k
elif (a<=k):
    aa=0
    b=max(b+a-k,0)
print(str(aa)+' '+str(b))",0,Human
s218713674,p03303,u238876549,1576691397,Python,Python (3.4.3),py,Wrong Answer,18.0,3188.0,194,,Wrong,"
strings=[input() for string in range(2)]
string=strings[0]
num=int(strings[1])
i=0
check=True

while check:
    s=string[i:i+num]
    if len(s)<num:
        check=False
    print(s)
    i=i+num",0,Human
s019333818,p02603,u289102924,1595728066,Python,Python (3.8.2),py,Accepted,25.0,9136.0,536,,Accepted,"n = int(input())
a = list(map(int,input().split()))
a.append(0)

pos = 0 #0ポジなし、1ポジあり
kane = 1000 #所持金
kabu = 0
hi = 0      #現在日

while hi < n:
    if pos == 0:
        if a[hi] < a[hi+1]:
            kabu = kane // a[hi]
            kane = kane % a[hi]
            pos = 1
            hi += 1
        else:
            hi += 1
    else:
        if a[hi] > a[hi+1]:
            kane += a[hi]*kabu
            kabu = 0
            pos = 0
            hi += 1
        else:
            hi += 1

print(kane)

",0,Human
s569837872,p03039,u532966492,1558900264,Python,Python (3.4.3),py,Runtime Error,388.0,3192.0,1061,,Runtime,"def power_mod(a,b,mod=10**9+7):
    i,temp,box=0,b,[]
    while(2**i<=b):
        i+=1
    for j in range(i-1,-1,-1):
        box=[[j,temp//2**j]]+box
        temp-=2**j*(temp//2**j)
    box[0].append(a)
    ans=box[0][1]*a%mod
    for j in range(1,i):
        box[j].append(box[j-1][2]**2%mod)
        if box[j][1]==1:
            ans=(ans*box[j][2])%mod
    return ans
def n_func(n,mod=10**9+7):
    ans=1
    for i in range(1,n+1):
        ans=(ans*i)%mod
    return ans
def nPr(n,r,mod=10**9+7):
    ans=n_func(n-r,mod)
    ans=power_mod(ans,mod-2,mod)
    return ans*n_func(n,mod)%mod
def nCr(n,r,mod=10**9+7):
    ans=n_func(n-r,mod)*n_func(r,mod)%mod
    ans=power_mod(ans,mod-2,mod)
    return ans*n_func(n,mod)%mod

N,M,K=map(int,input().split())
keisuu=nCr(N*M-2,K-2)

sum_=0
for i in range(N):
    a=min(abs(i),abs(N-i-1))
    b=max(abs(i),abs(N-i-1))
    sum_+=(M**2)*((a*(a+1)//2)+(b*(b+1)//2))
for i in range(M):
    a=min(abs(i),abs(M-i-1))
    b=max(abs(i),abs(M-i-1))
    sum_+=(N**2)*((a*(a+1)//2)+(b*(b+1)//2))
print((keisuu * (sum_//2))%mod)",0,Human
s829663798,p02708,u280325247,1587348274,Python,Python (3.8.2),py,Accepted,86.0,51764.0,382,,Accepted,"from itertools import accumulate

n, k = map(int, input().split())

count = 0
a = [x for x in range(n+1)]
MOD = 10 ** 9 + 7

if k > n:
    print(1)
else:
    prefix_sum = list(accumulate(a))
    suffix_sum = list(accumulate(a[::-1]))

    res = [a - b + 1 for a, b in zip(suffix_sum, prefix_sum)]

    #print(prefix_sum)
    #print(suffix_sum)
    print(sum(res[k-1:]) % MOD)

    
",0,Human
s076671772,p02550,u775278230,1600591436,Python,Python (3.8.2),py,Wrong Answer,65.0,12248.0,521,,Wrong,"n, x, m = map(int, input().split())
s = x
a = x
note = [0] * m
note[a] += 1
seq = []
for i in range(n-1):
    seq.append(a)
    a = a**2 % m
    if note[a] > 0:
        ind = seq.index(a)
        l = len(seq[ind:])
        n -= len(seq[:ind-1])
        syo, r = divmod(n, l)
        s = s + sum(seq[ind:]) * (syo-1)
        if r != 0:
            for j in range(ind, ind+r-1):
                s += seq[j]
        print(s)
        exit()
    if a == 0:
        print(s)
        exit()
    note[a] += 1
    s += a
print(s)
",0,Human
s390284723,p03773,u243159381,1596344001,Python,Python (3.8.2),py,Wrong Answer,28.0,9004.0,80,,Wrong,"A,B=map(int,input().split())
if A+B<=24:
    print(A+B)
else:
    print(A+B-24)
",0,Human
s457580408,p02772,u457437854,1588070183,Python,Python (3.4.3),py,Runtime Error,18.0,2940.0,264,,Runtime,"x = input()
y = input()
list = y.split()
even_list = []

for i in list:
  i = int(i)
  if i % 2 == 0:
    even_list.append(i)
    
for y in even_list:
  if y % 3 == 0 or y % 5 == 0:
    result = ""APROVED""
  else:
    result = ""DENIED""
    break
    
print(result)
",0,Human
s758665730,p03910,u341267151,1599877438,Python,Python (3.8.2),py,Wrong Answer,30.0,9184.0,1428,,Wrong,"import math

n = int(input())


def ts(x):
    return x * (x + 1)


m = n
for i in range(math.ceil(math.sqrt(2 * n) - 2), math.floor(math.sqrt(2 * n)) + 1, 1):
    if ts(i) <= 2 * n <= ts(i + 1):
        m = i + 1
        break

a = n % (m + 1)
b = n // (m + 1)

if m % 2 == 0:
    if a != 0:
        print(a)
    i = 1
    c = 0
    while c != b:
        if i != a and m + 1 - i != a:
            print(i)
            print(m + 1 - i)
            c += 1
        i += 1
else:
    """"""
  check=[]
  if a!=0:
      check.append(a)
  i = 1
  c = 0
  while c!=b and i<(m+1)//2:
      if i!=a and m+1-i!=a:
          check.append(i)
          check.append(m+1-i)
          c+=1
      i+=1
  if c==b:
      for i in check:
          print(i)
  else:

      n-=(m+1)//2
      a = n % (m + 1)
      b = n // (m + 1)
      if m % 2 == 0:
          if a != 0:
              print(a)
          i = 1
          c = 0
          while c != b:
              if i != a and m + 1 - i != a:
                  print(i)
                  print(m + 1 - i)
                  c += 1
      """"""
    print(m)
    n -= m
    m -= 1

    a = n % (m + 1)
    b = n // (m + 1)
    if m % 2 == 0:
        if a != 0:
            print(a)
            i = 1
            c = 0
            while c != b:
                if i != a and m + 1 - i != a:
                    print(i)
                    print(m + 1 - i)
                    c += 1
                i += 1",0,Human
s857675935,p02790,u406405116,1579941557,Python,Python (3.4.3),py,Runtime Error,17.0,3060.0,202,,Runtime,"a, b = input().split(' ')
a = int(a)
b = int(b)
if a != b:
	n = max(a,b)
	m = min(a,b)
	result = ''
	for i in range(n):
  		result += str(m)
else:
  for i in range(a):
  		result += str(b)
print(result)",0,Human
s952199021,p03126,u241190800,1550904771,Python,Python (3.4.3),py,Runtime Error,17.0,3064.0,396,,Runtime,"N_M = input().split()

for i in range(len(N_M)-1):
  N_M[i] = int(N_M[i])

data = []

for _ in range(N_M[0]-1):
  a = input().split()
  for i in range(len(a)-1):
    a[i] = int(a[i])
  data.append(a)

total = 0  

for i in range(N_M[1]-1):
  total_mini=0
  for j in range(N_M[0]-1):
    if i in data[j]:
      total_mini +=1
    if j ==N_M[0]-1 and total_mini == j:
      total += 1

print(total)",0,Human
s783756701,p02616,u740260565,1593981212,Python,PyPy3 (7.3.0),py,Runtime Error,626.0,115880.0,1929,,Runtime,"MOD = 10 ** 9 + 7

#互いに素なa,bについて、a*x+b*y=1の一つの解
def extgcd(a,b):
    r = [1,0,a]
    w = [0,1,b]
    while w[2]!=1:
        q = r[2]//w[2]
        r2 = w
        w2 = [r[0]-q*w[0],r[1]-q*w[1],r[2]-q*w[2]]
        r = r2
        w = w2
    #[x,y]
    return [w[0],w[1]]

# aの逆元(mod m)を求める。(aとmは互いに素であることが前提)
def mod_inv(a,m):
    x = extgcd(a,m)[0]
    return (m+x%m)%m



n, k = [int(i) for i in input().split()]
a = [int(i) for i in input().split()]

table = [[]]

count = 0
for i in range(n):
    table[i].append(abs(a[i]))
    if(a[i] >= 0):
        temp = 1
        count += 1
    else:
        temp = -1
    table[i].append(temp)
    if(i < n - 1):
        table.append([])

table.sort(reverse = True)

kotae = 1
seifu = 1
for i in range(k):
    kotae = kotae * table[i][0] * table[i][1] % MOD
    seifu = seifu * table[i][1]

if(n == k):
    print(kotae)
else:
    temp = 0.0
    temp2 = 0.0
    flag = 0

    if(seifu < 0):
        for i in range(k, n):
            if (table[k-1][1] != table[i][1]):
                temp = table[i][0] / table[k-1][0]
                flag = 1
                break

        for j in reversed(range(k)):
            if(table[k][1] != table[j][1]):
                temp2 = table[k][0] / table[j][0]
                flag = 1
                break

        if(flag == 1):
            irekae = []
            if(temp >= temp2):
                irekae.append(k-1)
                irekae.append(i)
            else:
                irekae.append(j)
                irekae.append(k)
            kotae = kotae * table[irekae[1]][0] * table[irekae[1]][1] % MOD
            kotae = kotae * mod_inv(table[irekae[0]][0] * table[irekae[0]][1], MOD) % MOD
        else:
            table.sort()
            kotae = 1
            for i in range(k):
                kotae = kotae * table[i][0] * table[i][1] % MOD

    print(kotae)",0,Human
s063677813,p03476,u375616706,1548301102,Python,Python (3.4.3),py,Runtime Error,19.0,3064.0,484,,Runtime,"from sympy import isprime
n = (int)(input())
s = []
t = []
for _ in range(n):
    a, b = (list)(map(int, input().split()))
    s.append(a)
    t.append(b)
mi = min(s)
ma = max(t)


def isPrime(i):
    return isprime(i)


def prime(s, t):
    l = [0]*(t+1)
    c = 0
    s = 0
    for i in range(s, t+1):
        if isPrime(i) and isPrime((i+1)//2):
            c += 1
        l[i] = c
    return l


primes = prime(mi, ma)

for i in range(n):
    print(primes[t[i]] - primes[s[i]-1])
",0,Human
s411173079,p02639,u223904637,1592194492,Python,PyPy3 (7.3.0),py,Accepted,55.0,61464.0,52,,Accepted,"l=list(map(int,input().split()))
print(l.index(0)+1)",0,Human
s436572148,p03721,u049595114,1494726705,Python,Python (3.4.3),py,Runtime Error,16.0,2940.0,278,,Runtime,"N, K = [int(x) for x in input().split()]
Array = list()
A = list()
count = 0
ans = 0
for i in range(N):
	A.append[int(x) for x in input().split()]

A.sort(key=itemgetter(0), reverse=True)
for i in range(N):
	count += A[1, i]
	if count >= K:
		ans = A[0, i]
		break
		
print(ans)",0,Human
s741576205,p03402,u625729943,1600014636,Python,PyPy3 (7.3.0),py,Runtime Error,104.0,68356.0,1137,,Runtime,"# import numpy as np
import sys, math, heapq
from itertools import permutations, combinations
from collections import defaultdict, Counter, deque
from math import factorial, gcd
from bisect import bisect_left, bisect_right

sys.setrecursionlimit(10 ** 7)
MOD = 10 ** 9 + 7
input = lambda: sys.stdin.readline()[:-1]
pl = lambda x: print(*x, sep=""\n"")
# conv_matrix = lambda l: ["""".join(l[i : i + 100]) for i in range(0, len(l), 100)]
A, B = map(int, input().split())

mat = [["".""] * 10 for _ in range(5)] + [[""#""] * 10 for _ in range(5)]
# for mati in mat:
#     print("""".join(mati))

# mat[0][3] = ""#""
# mat[3][6] = ""#""
# for mati in mat:
#     print("""".join(mati))
# exit()

black_count = 1
white_count = 1

for i in range(0, 50, 2):
    if black_count == B:
        break
    for j in range(0, 100, 2):
        if black_count == B:
            break
        mat[i][j] = ""#""
        black_count += 1
for i in range(1, 50, 2):
    if white_count == A:
        break
    for j in range(0, 100, 2):
        if white_count == A:
            break
        mat[-i][j] = "".""
        white_count += 1

for mati in mat:
    print("""".join(mati))
",0,Human
s727130520,p02705,u049355439,1587915297,Python,Python (3.8.2),py,Wrong Answer,22.0,9080.0,26,,Wrong,"print(int(input(1))*6.3)

",0,Human
s903847423,p02721,u189479417,1586052870,Python,PyPy3 (2.4.0),py,Wrong Answer,2106.0,43428.0,783,,Wrong,"def main():
    import sys
    readline = sys.stdin.buffer.readline

    N, K, C = map(int, readline().split())
    S = list(readline())
    ans = []

    def solve(index, K):
        i = 0
        cnt = 0
        while i < N:
            if S[i] == 'o' and i != index:
                cnt += 1
                i += C + 1
            else:
                i += 1
        return cnt < K

    if not (solve(-1, K+1)):
        pass
    else:
        index = 0
        while index < N:
            if S[index] == 'x':
                index += 1
            elif solve(index, K):
                ans.append(index + 1)
                index += C + 1
            else:
                index += 1

        for i in ans:
            print(i)
            
if __name__ == '__main__':
    main()",0,Human
s564612132,p02851,u561083515,1575084130,Python,Python (3.4.3),py,Wrong Answer,592.0,50912.0,752,,Wrong,"import sys
input = sys.stdin.readline
import numpy as np
from collections import defaultdict

N,K = map(int,input().split())
# 全要素を-1する
A = [0] + [int(i)-1 for i in input().split()]

# Acum[i]: A[1]からA[i]までの累積和
Acum = np.cumsum(A)
Acum = [i%K for i in Acum]

answer = 0
counter = defaultdict(int)

# iの範囲で探索
# j-K+1 <= i <= j-1
for j,x in enumerate(Acum):
    if j == 0:
        continue
    # (i-K+1)回目から(i-1)回目の探索において、xの出現回数
    answer += counter[x]
    # i回目の結果を辞書に追加
    counter[x] += 1
    # 辞書にK回追加した場合
    if j-K-1 >= 0:
        # 辞書から一番古い探索記録を削除
        counter[Acum[j-K+1]] -= 1

print(answer)",0,Human
s596426170,p02793,u474423089,1579470887,Python,Python (3.4.3),py,Accepted,1586.0,70740.0,381,,Accepted,"from fractions import gcd
N=int(input())
A=list(map(int,input().split(' ')))
ans = 0
l_1 = 1
l_2 = 1
mod = 10**9+7
def lcm(x,y):
    return x*y//gcd(x,y)
for i in A[:N//2]:
    l_1 = lcm(l_1,i)
for j in A[N//2:]:
    l_2 = lcm(l_2,j)
l = lcm(l_1,l_2)
out1 = sum([l_1//i for i in A[:N//2]])
out2 = sum([l_2//i for i in A[N//2:]])
out1 *= l//l_1
out2 *= l//l_2
print((out1+out2)%mod)",0,Human
s274971117,p02777,u440551778,1586974427,Python,Python (3.4.3),py,Accepted,17.0,2940.0,132,,Accepted,"s,t = input().split()
a, b = map(int, input().split())
u = input()

if s==u:
    print(a-1,b,sep=' ')
else:
    print(a,b-1,sep=' ')",0,Human
s405689953,p02722,u223663729,1586064811,Python,Python (3.4.3),py,Wrong Answer,285.0,3064.0,507,,Wrong,"N = int(input())
cnt = 2

ret = []
for i in range(2, int(N**0.5)+1):
    if N % i == 0:
        k = N//i
        while k % i == 0:
            k //= i
        if k % i == 1:
            cnt += 1

        if N // i != i:
            j = N // i
            k = i
            while k % j == 0:
                k //= j
            if k % j == 1:
                cnt += 1

M = N - 1
for i in range(2, int((M)**0.5)+1):
    if M % i == 0:
        cnt += 1
        if M // i != i:
            cnt += 1

print(cnt)
",0,Human
